,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,scale,scale_2,difference,difference_2,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block
41,14,1,41,162,html-slider-response,162,875936,5778.0,67.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,7.0,0.0,6.0,7.0,5.0,2.0,-0.22491690157094207,0.19745006351762573,1
37,14,1,37,220,html-slider-response,220,1131904,4519.0,72.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,12.0,0.0,7.0,6.0,6.0,3.0,0.27526652417827835,0.2856067701028019,2
43,14,1,43,40,html-slider-response,40,194491,5861.0,67.0,0.7,question_agency,question_agency_line,0.0,0.0,-3.0,0.0,7.0,7.0,3.0,5.0,0.534019509193078,-0.509084101895664,3
45,14,1,45,83,html-slider-response,83,415734,6825.0,76.0,0.7,question_agency,question_agency_line,0.0,0.0,6.0,0.0,9.0,6.0,3.0,3.0,0.367572999384288,0.6207785536234738,4
42,14,1,42,120,html-slider-response,120,659959,4234.0,82.0,0.7,question_agency,question_agency_line,0.0,0.0,12.0,0.0,6.0,8.0,4.0,3.0,-0.4080335699565128,-0.07245568463334034,5
47,14,1,47,140,html-slider-response,140,760285,5344.0,59.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-11.0,0.0,4.0,7.0,5.0,7.0,0.3769504305950692,0.25277367286260194,1
44,14,1,44,171,html-slider-response,171,915339,4466.0,93.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,23.0,0.0,7.0,7.0,4.0,3.0,0.45840181880598807,-0.03665383546697875,2
46,14,1,46,208,html-slider-response,208,1075782,4798.0,15.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-55.0,0.0,8.0,7.0,5.0,3.0,0.18433701282345116,-0.1016094763769256,3
53,14,1,53,43,html-slider-response,43,207393,3879.0,88.0,0.8,question_agency,question_agency_line,0.0,0.0,8.0,0.0,7.0,3.0,4.0,6.0,-0.07958138765258325,0.32474272610728167,4
50,14,1,50,80,html-slider-response,80,399891,5906.0,77.0,0.8,question_agency,question_agency_line,0.0,0.0,-3.0,0.0,7.0,9.0,3.0,6.0,-0.3576785165148644,0.16762212554887887,5
52,14,1,52,90,html-slider-response,90,521949,4354.0,86.0,0.8,question_agency,question_agency_line,0.0,0.0,6.0,0.0,10.0,8.0,4.0,5.0,-0.08739772256304372,-0.0514197439636638,1
49,14,1,49,152,html-slider-response,152,823762,3976.0,90.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,10.0,0.0,9.0,5.0,6.0,4.0,-0.38112744820574707,-0.042887994891321286,2
48,14,1,48,168,html-slider-response,168,901837,3919.0,94.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,14.0,0.0,5.0,3.0,7.0,5.0,0.11066841657802091,-0.22038663902823127,3
51,14,1,51,217,html-slider-response,217,1118367,5278.0,95.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,15.0,0.0,9.0,7.0,9.0,5.0,-0.39000753644879965,-0.14866721143742298,4
55,14,1,55,28,html-slider-response,28,135744,5392.0,95.0,0.9,question_agency,question_agency_line,0.0,0.0,5.0,0.0,7.0,6.0,4.0,2.0,-0.44092115819172323,0.38930674951539684,5
57,14,1,57,74,html-slider-response,74,370207,4056.0,91.0,0.9,question_agency,question_agency_line,0.0,0.0,1.0,0.0,7.0,7.0,4.0,4.0,-0.4024263083227303,-0.15934065757224802,1
56,14,1,56,111,html-slider-response,111,619055,4909.0,94.0,0.9,question_agency,question_agency_line,0.0,0.0,4.0,0.0,4.0,7.0,4.0,2.0,0.14603434342792765,0.2472504017229718,2
58,14,1,58,149,html-slider-response,149,810767,10173.0,72.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-18.0,0.0,8.0,8.0,5.0,5.0,-0.21674902394606868,0.016567120113366165,3
